order_id,product_id,product_name,region,channel,period,qty_sold,unit_price,revenue,returns_qty
ORD-001252,PROD-007,Product G,Latin America,Distributor,2025-04,14936,50.06,747696.16,572
ORD-001054,PROD-006,Product F,Latin America,Distributor,2023-10,22877,84.23,1926929.71,809
ORD-001616,PROD-009,Product I,Latin America,Online,2025-08,12843,16.74,214991.82,52
ORD-000707,PROD-004,Product D,Latin America,Direct,2024-11,35391,77.26,2734308.66,254
ORD-001235,PROD-007,Product G,Latin America,Distributor,2023-11,12642,31.86,402774.12,12
ORD-000792,PROD-005,Product E,Europe,Online,2025-12,17040,76.69,1306797.6,125
ORD-001498,PROD-009,Product I,Europe,Wholesale,2024-10,11808,57.25,676008.0,52
ORD-000685,PROD-004,Product D,Latin America,Direct,2023-01,16703,35.54,593624.62,460
ORD-001187,PROD-007,Product G,Asia Pacific,Online,2025-11,34144,17.15,585569.6,975
ORD-000574,PROD-004,Product D,North America,Distributor,2025-10,8134,66.97,544733.98,122
ORD-001328,PROD-008,Product H,Europe,Distributor,2025-08,10831,79.64,862580.84,236
ORD-001654,PROD-010,Product J,North America,Online,2025-10,35284,72.97,2574673.48,400
ORD-000835,PROD-005,Product E,Middle East & Africa,Wholesale,2023-07,11918,49.61,591251.98,230
ORD-000860,PROD-005,Product E,Middle East & Africa,Wholesale,2025-08,21474,64.94,1394521.56,301
ORD-000281,PROD-002,Product B,Asia Pacific,Direct,2025-05,27901,62.41,1741301.41,815
ORD-001558,PROD-009,Product I,Middle East & Africa,Retail,2023-10,8783,60.36,530141.88,359
ORD-001188,PROD-007,Product G,Asia Pacific,Online,2025-12,36726,19.95,732683.7,532
ORD-000863,PROD-005,Product E,Middle East & Africa,Distributor,2025-11,24564,88.99,2185950.36,413
ORD-000266,PROD-002,Product B,Asia Pacific,Direct,2024-02,20510,48.75,999862.5,288
ORD-001417,PROD-008,Product H,Latin America,Direct,2024-01,15258,74.09,1130465.22,152
ORD-001311,PROD-008,Product H,Europe,Distributor,2024-03,6898,64.49,444852.02,187
ORD-000132,PROD-001,Product A,Middle East & Africa,Retail,2024-12,19068,18.74,357334.32,236
ORD-001020,PROD-006,Product F,Middle East & Africa,Retail,2023-12,23517,70.06,1647601.02,907
ORD-000067,PROD-001,Product A,Europe,Online,2025-07,11749,17.22,202317.78,58
ORD-001310,PROD-008,Product H,Europe,Online,2024-02,6096,72.62,442691.52,294
ORD-001707,PROD-010,Product J,Asia Pacific,Online,2024-03,21126,27.33,577373.58,351
ORD-001086,PROD-007,Product G,North America,Distributor,2023-06,15795,15.63,246875.85,237
ORD-000927,PROD-006,Product F,North America,Direct,2025-03,8415,41.38,348212.7,164
ORD-000199,PROD-002,Product B,North America,Retail,2024-07,13264,18.03,239149.92,314
ORD-000566,PROD-004,Product D,North America,Retail,2025-02,5771,22.88,132040.48,130
ORD-001138,PROD-007,Product G,Europe,Distributor,2024-10,25258,84.54,2135311.32,1257
ORD-001794,PROD-010,Product J,Latin America,Retail,2025-06,20167,49.25,993224.75,986
ORD-000751,PROD-005,Product E,North America,Distributor,2025-07,9708,40.37,391911.96,439
ORD-001366,PROD-008,Product H,Asia Pacific,Online,2025-10,22159,43.31,959706.29,585
ORD-001567,PROD-009,Product I,Middle East & Africa,Retail,2024-07,9338,71.13,664211.94,356
ORD-001452,PROD-009,Product I,North America,Online,2023-12,22102,34.35,759203.7,260
ORD-000406,PROD-003,Product C,Europe,Retail,2023-10,11971,15.89,190219.19,42
ORD-001156,PROD-007,Product G,Asia Pacific,Retail,2023-04,17292,73.54,1271653.68,693
ORD-000008,PROD-001,Product A,North America,Online,2023-08,16974,86.59,1469778.66,104
ORD-000215,PROD-002,Product B,North America,Direct,2025-11,17188,60.91,1046921.08,208
ORD-000917,PROD-006,Product F,North America,Wholesale,2024-05,7385,65.19,481428.15,152
ORD-000785,PROD-005,Product E,Europe,Retail,2025-05,10578,35.63,376894.14,31
ORD-001142,PROD-007,Product G,Europe,Wholesale,2025-02,17983,73.18,1315995.94,528
ORD-001339,PROD-008,Product H,Asia Pacific,Wholesale,2023-07,16048,44.8,718950.4,156
ORD-000372,PROD-003,Product C,North America,Retail,2023-12,9409,24.44,229955.96,425
ORD-000506,PROD-003,Product C,Latin America,Wholesale,2023-02,14263,23.14,330045.82,161
ORD-000768,PROD-005,Product E,Europe,Online,2023-12,11209,63.38,710426.42,106
ORD-000653,PROD-004,Product D,Middle East & Africa,Online,2023-05,9728,69.01,671329.28,159
ORD-000958,PROD-006,Product F,Europe,Wholesale,2024-10,21938,46.38,1017484.44,549
ORD-000641,PROD-004,Product D,Asia Pacific,Retail,2025-05,20797,61.52,1279431.44,517
ORD-000629,PROD-004,Product D,Asia Pacific,Retail,2024-05,18724,58.46,1094605.04,468
ORD-001542,PROD-009,Product I,Asia Pacific,Distributor,2025-06,19218,42.25,811960.5,124
ORD-001421,PROD-008,Product H,Latin America,Online,2024-05,17509,67.44,1180806.96,423
ORD-001479,PROD-009,Product I,Europe,Retail,2023-03,6815,62.69,427232.35,249
ORD-000288,PROD-002,Product B,Asia Pacific,Retail,2025-12,35392,88.66,3137854.72,1106
ORD-001118,PROD-007,Product G,Europe,Wholesale,2023-02,16551,80.21,1327555.71,439
ORD-001064,PROD-006,Product F,Latin America,Wholesale,2024-08,29547,84.67,2501744.49,944
ORD-001788,PROD-010,Product J,Latin America,Retail,2024-12,21590,80.97,1748142.3,250
ORD-000759,PROD-005,Product E,Europe,Direct,2023-03,7882,52.42,413174.44,205
ORD-000869,PROD-005,Product E,Latin America,Direct,2023-05,10320,58.01,598663.2,108
ORD-001334,PROD-008,Product H,Asia Pacific,Wholesale,2023-02,11804,30.78,363327.12,282
ORD-000474,PROD-003,Product C,Middle East & Africa,Wholesale,2023-06,7805,88.88,693708.4,187
ORD-001031,PROD-006,Product F,Middle East & Africa,Retail,2024-11,28348,73.36,2079609.28,851
ORD-001499,PROD-009,Product I,Europe,Wholesale,2024-11,12992,35.08,455759.36,27
ORD-000182,PROD-002,Product B,North America,Wholesale,2023-02,8184,87.91,719455.44,149
ORD-001384,PROD-008,Product H,Middle East & Africa,Direct,2024-04,13829,44.25,611933.25,615
ORD-000367,PROD-003,Product C,North America,Retail,2023-07,6764,36.41,246277.24,174
ORD-001378,PROD-008,Product H,Middle East & Africa,Online,2023-10,15799,16.47,260209.53,316
ORD-001303,PROD-008,Product H,Europe,Distributor,2023-07,7253,19.47,141215.91,148
ORD-000362,PROD-003,Product C,North America,Retail,2023-02,5212,57.6,300211.2,179
ORD-000972,PROD-006,Product F,Europe,Online,2025-12,27830,31.74,883324.2,1359
ORD-000456,PROD-003,Product C,Asia Pacific,Distributor,2024-12,21643,24.74,535447.82,991
ORD-000032,PROD-001,Product A,North America,Online,2025-08,21974,54.06,1187914.44,696
ORD-001055,PROD-006,Product F,Latin America,Retail,2023-11,27529,14.89,409906.81,1092
ORD-000080,PROD-001,Product A,Asia Pacific,Wholesale,2023-08,19308,74.97,1447520.76,8
ORD-000667,PROD-004,Product D,Middle East & Africa,Online,2024-07,11917,57.93,690351.81,360
ORD-000665,PROD-004,Product D,Middle East & Africa,Online,2024-05,10053,47.91,481639.23,343
ORD-001524,PROD-009,Product I,Asia Pacific,Wholesale,2023-12,16203,19.62,317902.86,672
ORD-001469,PROD-009,Product I,North America,Online,2025-05,20650,83.18,1717667.0,890
ORD-000403,PROD-003,Product C,Europe,Online,2023-07,10744,39.77,427288.88,179
ORD-001716,PROD-010,Product J,Asia Pacific,Distributor,2024-12,33925,36.65,1243351.25,462
ORD-000709,PROD-004,Product D,Latin America,Retail,2025-01,28929,45.61,1319451.69,1331
ORD-001647,PROD-010,Product J,North America,Wholesale,2025-03,24214,69.66,1686747.24,678
ORD-000178,PROD-001,Product A,Latin America,Retail,2025-10,18028,53.98,973151.44,196
ORD-000010,PROD-001,Product A,North America,Distributor,2023-10,18579,15.86,294662.94,549
ORD-000005,PROD-001,Product A,North America,Retail,2023-05,16476,54.68,900907.68,459
ORD-001102,PROD-007,Product G,North America,Retail,2024-10,21871,44.3,968885.3,88
ORD-001100,PROD-007,Product G,North America,Direct,2024-08,18621,75.28,1401788.88,493
ORD-001518,PROD-009,Product I,Asia Pacific,Wholesale,2023-06,12413,20.11,249625.43,400
ORD-001428,PROD-008,Product H,Latin America,Direct,2024-12,25310,23.59,597062.9,1057
ORD-000137,PROD-001,Product A,Middle East & Africa,Online,2025-05,14235,85.47,1216665.45,399
ORD-001097,PROD-007,Product G,North America,Retail,2024-05,17911,46.55,833757.05,78
ORD-001111,PROD-007,Product G,North America,Distributor,2025-07,24474,17.83,436371.42,789
ORD-000614,PROD-004,Product D,Asia Pacific,Wholesale,2023-02,14787,45.93,679166.91,676
ORD-001535,PROD-009,Product I,Asia Pacific,Retail,2024-11,19549,72.0,1407528.0,628
ORD-001208,PROD-007,Product G,Middle East & Africa,Retail,2024-08,13850,53.27,737789.5,29
ORD-000350,PROD-002,Product B,Latin America,Direct,2025-02,13538,18.44,249640.72,629
ORD-000330,PROD-002,Product B,Latin America,Wholesale,2023-06,11651,66.96,780150.96,572
ORD-000679,PROD-004,Product D,Middle East & Africa,Retail,2025-07,13243,74.1,981306.3,299
ORD-001274,PROD-008,Product H,North America,Retail,2024-02,15753,53.65,845148.45,197
ORD-000730,PROD-005,Product E,North America,Retail,2023-10,7529,73.17,550896.93,253
ORD-000926,PROD-006,Product F,North America,Direct,2025-02,8470,42.17,357179.9,273
ORD-000268,PROD-002,Product B,Asia Pacific,Online,2024-04,21632,43.04,931041.28,253
ORD-000651,PROD-004,Product D,Middle East & Africa,Direct,2023-03,8815,39.2,345548.0,247
ORD-001543,PROD-009,Product I,Asia Pacific,Online,2025-07,21595,84.87,1832767.65,682
ORD-000699,PROD-004,Product D,Latin America,Direct,2024-03,22566,61.54,1388711.64,825
ORD-000777,PROD-005,Product E,Europe,Direct,2024-09,10481,33.55,351637.55,207
ORD-001448,PROD-009,Product I,North America,Wholesale,2023-08,15988,29.82,476762.16,264
ORD-001733,PROD-010,Product J,Middle East & Africa,Wholesale,2023-05,6308,18.42,116193.36,252
ORD-001712,PROD-010,Product J,Asia Pacific,Online,2024-08,26698,44.05,1176046.9,253
ORD-000443,PROD-003,Product C,Asia Pacific,Direct,2023-11,15830,79.7,1261651.0,530
ORD-001045,PROD-006,Product F,Latin America,Direct,2023-01,16112,46.19,744213.28,764
ORD-000570,PROD-004,Product D,North America,Wholesale,2025-06,7511,27.06,203247.66,370
ORD-000144,PROD-001,Product A,Middle East & Africa,Distributor,2025-12,19873,19.0,377587.0,138
ORD-001171,PROD-007,Product G,Asia Pacific,Wholesale,2024-07,23729,45.25,1073737.25,66
ORD-001237,PROD-007,Product G,Latin America,Direct,2024-01,9599,46.79,449137.21,101
ORD-001781,PROD-010,Product J,Latin America,Online,2024-05,14925,23.06,344170.5,284
ORD-000308,PROD-002,Product B,Middle East & Africa,Wholesale,2024-08,14316,57.89,828753.24,575
ORD-000072,PROD-001,Product A,Europe,Distributor,2025-12,14266,60.44,862237.04,673
ORD-000577,PROD-004,Product D,Europe,Distributor,2023-01,12333,74.64,920535.12,327
ORD-000842,PROD-005,Product E,Middle East & Africa,Retail,2024-02,10934,20.34,222397.56,194
ORD-000166,PROD-001,Product A,Latin America,Distributor,2024-10,18372,31.38,576513.36,583
ORD-001704,PROD-010,Product J,Asia Pacific,Retail,2023-12,30346,39.42,1196239.32,1025
ORD-000289,PROD-002,Product B,Middle East & Africa,Retail,2023-01,7600,79.56,604656.0,7
ORD-001445,PROD-009,Product I,North America,Distributor,2023-05,15397,18.58,286076.26,581
ORD-000600,PROD-004,Product D,Europe,Direct,2024-12,29700,66.9,1986930.0,1023
ORD-000985,PROD-006,Product F,Asia Pacific,Wholesale,2024-01,18140,71.9,1304266.0,484
ORD-000648,PROD-004,Product D,Asia Pacific,Direct,2025-12,31162,45.82,1427842.84,201
ORD-000360,PROD-002,Product B,Latin America,Direct,2025-12,22689,62.6,1420331.4,675
ORD-000390,PROD-003,Product C,North America,Distributor,2025-06,10694,71.23,761733.62,459
ORD-001248,PROD-007,Product G,Latin America,Wholesale,2024-12,15997,24.41,390486.77,109
ORD-001309,PROD-008,Product H,Europe,Retail,2024-01,6875,69.44,477400.0,124
ORD-001047,PROD-006,Product F,Latin America,Online,2023-03,15908,16.7,265663.6,571
ORD-000280,PROD-002,Product B,Asia Pacific,Online,2025-04,27912,20.19,563543.28,1115
ORD-000494,PROD-003,Product C,Middle East & Africa,Wholesale,2025-02,9793,31.58,309262.94,152
ORD-000062,PROD-001,Product A,Europe,Distributor,2025-02,8405,29.04,244081.2,30
ORD-000001,PROD-001,Product A,North America,Retail,2023-01,15035,31.45,472850.75,104
ORD-001491,PROD-009,Product I,Europe,Direct,2024-03,8428,61.31,516720.68,350
ORD-000669,PROD-004,Product D,Middle East & Africa,Direct,2024-09,10395,22.87,237733.65,244
ORD-001281,PROD-008,Product H,North America,Online,2024-09,19922,36.89,734922.58,865
ORD-001427,PROD-008,Product H,Latin America,Wholesale,2024-11,22386,49.92,1117509.12,635
ORD-001249,PROD-007,Product G,Latin America,Wholesale,2025-01,11239,30.51,342901.89,355
ORD-000002,PROD-001,Product A,North America,Direct,2023-02,14243,81.55,1161516.65,604
ORD-001425,PROD-008,Product H,Latin America,Wholesale,2024-09,17532,19.67,344854.44,25
ORD-000463,PROD-003,Product C,Asia Pacific,Retail,2025-07,21998,68.32,1502903.36,326
ORD-001785,PROD-010,Product J,Latin America,Distributor,2024-09,17749,81.05,1438556.45,859
ORD-001517,PROD-009,Product I,Asia Pacific,Online,2023-05,12682,78.94,1001117.08,276
ORD-000551,PROD-004,Product D,North America,Wholesale,2023-11,6883,63.6,437758.8,8
ORD-000848,PROD-005,Product E,Middle East & Africa,Online,2024-08,15130,28.52,431507.6,83
ORD-001736,PROD-010,Product J,Middle East & Africa,Distributor,2023-08,7006,71.63,501839.78,60
ORD-000933,PROD-006,Product F,North America,Retail,2025-09,10179,65.66,668353.14,175
ORD-000383,PROD-003,Product C,North America,Wholesale,2024-11,11105,33.61,373239.05,150
ORD-001017,PROD-006,Product F,Middle East & Africa,Online,2023-09,20355,74.33,1512987.15,709
ORD-001168,PROD-007,Product G,Asia Pacific,Wholesale,2024-04,21188,50.61,1072324.68,562
ORD-000513,PROD-003,Product C,Latin America,Direct,2023-09,16107,56.46,909401.22,343
ORD-001296,PROD-008,Product H,North America,Wholesale,2025-12,34172,35.75,1221649.0,781
ORD-001459,PROD-009,Product I,North America,Direct,2024-07,20383,25.9,527919.7,757
ORD-000457,PROD-003,Product C,Asia Pacific,Retail,2025-01,15207,38.83,590487.81,320
ORD-001044,PROD-006,Product F,Middle East & Africa,Wholesale,2025-12,34393,20.54,706432.22,1697
ORD-001079,PROD-006,Product F,Latin America,Wholesale,2025-11,45319,43.86,1987691.34,871
ORD-000312,PROD-002,Product B,Middle East & Africa,Direct,2024-12,17280,49.82,860889.6,358
ORD-000129,PROD-001,Product A,Middle East & Africa,Online,2024-09,13537,31.64,428310.68,533
ORD-000668,PROD-004,Product D,Middle East & Africa,Online,2024-08,12264,60.28,739273.92,604
ORD-000569,PROD-004,Product D,North America,Wholesale,2025-05,6372,64.64,411886.08,20
ORD-000253,PROD-002,Product B,Asia Pacific,Direct,2023-01,19275,78.55,1514051.25,242
ORD-001173,PROD-007,Product G,Asia Pacific,Distributor,2024-09,24400,66.54,1623576.0,646
ORD-001190,PROD-007,Product G,Middle East & Africa,Wholesale,2023-02,9398,39.67,372818.66,101
ORD-001127,PROD-007,Product G,Europe,Distributor,2023-11,25179,59.86,1507214.94,417
ORD-000568,PROD-004,Product D,North America,Retail,2025-04,6263,68.58,429516.54,26
ORD-000779,PROD-005,Product E,Europe,Online,2024-11,12471,47.3,589878.3,416
ORD-001582,PROD-009,Product I,Middle East & Africa,Direct,2025-10,14127,24.87,351338.49,55
ORD-001241,PROD-007,Product G,Latin America,Online,2024-05,10187,49.75,506803.25,101
ORD-000649,PROD-004,Product D,Middle East & Africa,Wholesale,2023-01,8564,55.69,476929.16,113
ORD-000812,PROD-005,Product E,Asia Pacific,Distributor,2024-08,8179,85.9,702576.1,277
ORD-000030,PROD-001,Product A,North America,Distributor,2025-06,19080,42.04,802123.2,541
ORD-001298,PROD-008,Product H,Europe,Retail,2023-02,5476,21.83,119541.08,5
ORD-000068,PROD-001,Product A,Europe,Wholesale,2025-08,10461,49.4,516773.4,161
ORD-001657,PROD-010,Product J,Europe,Direct,2023-01,7303,52.09,380413.27,341
ORD-000567,PROD-004,Product D,North America,Distributor,2025-03,6056,62.56,378863.36,189
ORD-001646,PROD-010,Product J,North America,Online,2025-02,24413,85.86,2096100.18,319
ORD-000326,PROD-002,Product B,Latin America,Distributor,2023-02,9545,16.02,152910.9,306
ORD-000063,PROD-001,Product A,Europe,Distributor,2025-03,8921,12.67,113029.07,135
ORD-000276,PROD-002,Product B,Asia Pacific,Wholesale,2024-12,30293,47.61,1442249.73,858
ORD-001101,PROD-007,Product G,North America,Wholesale,2024-09,19332,49.58,958480.56,165
ORD-001117,PROD-007,Product G,Europe,Distributor,2023-01,18787,65.02,1221530.74,534
ORD-001416,PROD-008,Product H,Latin America,Online,2023-12,19796,28.62,566561.52,818
ORD-000789,PROD-005,Product E,Europe,Direct,2025-09,11775,43.51,512330.25,265
ORD-000521,PROD-003,Product C,Latin America,Distributor,2024-05,17024,88.48,1506283.52,331
ORD-001493,PROD-009,Product I,Europe,Direct,2024-05,8636,39.09,337581.24,240
ORD-001660,PROD-010,Product J,Europe,Wholesale,2023-04,8006,46.99,376201.94,44
ORD-001222,PROD-007,Product G,Middle East & Africa,Retail,2025-10,17667,18.63,329136.21,529
ORD-001430,PROD-008,Product H,Latin America,Direct,2025-02,16724,79.44,1328554.56,4
ORD-000771,PROD-005,Product E,Europe,Retail,2024-03,9120,15.9,145008.0,432
ORD-000246,PROD-002,Product B,Europe,Retail,2025-06,27894,26.44,737517.36,161
ORD-000208,PROD-002,Product B,North America,Direct,2025-04,12458,75.52,940828.16,481
ORD-001488,PROD-009,Product I,Europe,Distributor,2023-12,11588,21.26,246360.88,81
ORD-000856,PROD-005,Product E,Middle East & Africa,Distributor,2025-04,17905,55.35,991041.75,838
ORD-000385,PROD-003,Product C,North America,Distributor,2025-01,8652,84.52,731267.04,27
ORD-001212,PROD-007,Product G,Middle East & Africa,Wholesale,2024-12,18613,47.84,890445.92,445
ORD-001468,PROD-009,Product I,North America,Online,2025-04,20769,27.64,574055.16,613
ORD-000423,PROD-003,Product C,Europe,Retail,2025-03,14022,15.01,210470.22,695
ORD-001362,PROD-008,Product H,Asia Pacific,Direct,2025-06,20492,67.0,1372964.0,223
ORD-001376,PROD-008,Product H,Middle East & Africa,Wholesale,2023-08,14711,83.11,1222631.21,675
ORD-001112,PROD-007,Product G,North America,Wholesale,2025-08,22709,13.78,312930.02,1032
ORD-000400,PROD-003,Product C,Europe,Direct,2023-04,9276,80.1,743007.6,325
ORD-001674,PROD-010,Product J,Europe,Direct,2024-06,9962,33.96,338309.52,306
ORD-001477,PROD-009,Product I,Europe,Online,2023-01,6499,42.27,274712.73,213
ORD-001522,PROD-009,Product I,Asia Pacific,Distributor,2023-10,14877,53.16,790861.32,359
ORD-001323,PROD-008,Product H,Europe,Wholesale,2025-03,9729,13.92,135427.68,463
ORD-000186,PROD-002,Product B,North America,Direct,2023-06,11429,49.48,565506.92,410
ORD-000903,PROD-006,Product F,North America,Direct,2023-03,5888,71.75,422464.0,206
ORD-000630,PROD-004,Product D,Asia Pacific,Distributor,2024-06,18509,36.08,667804.72,340
ORD-001474,PROD-009,Product I,North America,Retail,2025-10,26784,79.5,2129328.0,884
ORD-001115,PROD-007,Product G,North America,Direct,2025-11,30890,53.63,1656630.7,190
ORD-001051,PROD-006,Product F,Latin America,Wholesale,2023-07,21765,60.36,1313735.4,93
ORD-001546,PROD-009,Product I,Asia Pacific,Retail,2025-10,24506,34.94,856239.64,361
ORD-001478,PROD-009,Product I,Europe,Retail,2023-02,6228,89.7,558651.6,68
ORD-001755,PROD-010,Product J,Middle East & Africa,Wholesale,2025-03,7540,37.0,278980.0,199
ORD-001540,PROD-009,Product I,Asia Pacific,Distributor,2025-04,18749,52.39,982260.11,489
ORD-000787,PROD-005,Product E,Europe,Retail,2025-07,12440,48.26,600354.4,124
ORD-001379,PROD-008,Product H,Middle East & Africa,Online,2023-11,17077,86.88,1483649.76,641
ORD-000942,PROD-006,Product F,Europe,Direct,2023-06,19549,28.41,555387.09,308
ORD-001260,PROD-007,Product G,Latin America,Distributor,2025-12,19793,87.36,1729116.48,194
ORD-000293,PROD-002,Product B,Middle East & Africa,Wholesale,2023-05,9433,40.52,382225.16,55
ORD-001131,PROD-007,Product G,Europe,Direct,2024-03,18630,79.36,1478476.8,765
ORD-001410,PROD-008,Product H,Latin America,Direct,2023-06,14327,56.53,809905.31,179
ORD-001766,PROD-010,Product J,Latin America,Wholesale,2023-02,11900,46.01,547519.0,320
ORD-000118,PROD-001,Product A,Middle East & Africa,Retail,2023-10,13696,86.18,1180321.28,317
ORD-001593,PROD-009,Product I,Latin America,Online,2023-09,7744,61.42,475636.48,103
ORD-000264,PROD-002,Product B,Asia Pacific,Retail,2023-12,28205,33.59,947405.95,526
ORD-000392,PROD-003,Product C,North America,Wholesale,2025-08,10270,24.07,247198.9,433
ORD-001195,PROD-007,Product G,Middle East & Africa,Distributor,2023-07,13082,84.37,1103728.34,646
ORD-001552,PROD-009,Product I,Middle East & Africa,Distributor,2023-04,6376,77.07,491398.32,8
ORD-000025,PROD-001,Product A,North America,Wholesale,2025-01,16214,70.16,1137574.24,269
ORD-001216,PROD-007,Product G,Middle East & Africa,Retail,2025-04,13947,53.0,739191.0,352
ORD-001345,PROD-008,Product H,Asia Pacific,Direct,2024-01,13611,55.64,757316.04,188
ORD-000448,PROD-003,Product C,Asia Pacific,Wholesale,2024-04,14184,25.55,362401.2,157
ORD-001671,PROD-010,Product J,Europe,Online,2024-03,9700,24.42,236874.0,327
ORD-000024,PROD-001,Product A,North America,Retail,2024-12,25388,62.26,1580656.88,542
ORD-000504,PROD-003,Product C,Middle East & Africa,Wholesale,2025-12,18207,64.35,1171620.45,231
ORD-000891,PROD-005,Product E,Latin America,Wholesale,2025-03,17296,25.11,434302.56,798
ORD-001742,PROD-010,Product J,Middle East & Africa,Distributor,2024-02,6545,54.25,355066.25,243
ORD-000412,PROD-003,Product C,Europe,Wholesale,2024-04,11806,51.01,602224.06,273
ORD-001763,PROD-010,Product J,Middle East & Africa,Wholesale,2025-11,11809,19.62,231692.58,97
ORD-001596,PROD-009,Product I,Latin America,Retail,2023-12,9789,71.35,698445.15,453
ORD-000547,PROD-004,Product D,North America,Retail,2023-07,6348,22.36,141941.28,1
ORD-000827,PROD-005,Product E,Asia Pacific,Wholesale,2025-11,13416,37.13,498136.08,226
ORD-000087,PROD-001,Product A,Asia Pacific,Online,2024-03,17382,22.63,393354.66,165
ORD-000455,PROD-003,Product C,Asia Pacific,Distributor,2024-11,20855,43.93,916160.15,149
ORD-000594,PROD-004,Product D,Europe,Retail,2024-06,19559,19.95,390202.05,246
ORD-000723,PROD-005,Product E,North America,Retail,2023-03,5648,46.74,263987.52,44
ORD-001520,PROD-009,Product I,Asia Pacific,Retail,2023-08,14323,52.74,755395.02,320
ORD-001269,PROD-008,Product H,North America,Direct,2023-09,15245,74.5,1135752.5,369
ORD-001108,PROD-007,Product G,North America,Distributor,2025-04,20876,29.48,615424.48,292
ORD-000282,PROD-002,Product B,Asia Pacific,Distributor,2025-06,27212,87.44,2379417.28,187
ORD-001640,PROD-010,Product J,North America,Retail,2024-08,27232,34.58,941682.56,314
ORD-001409,PROD-008,Product H,Latin America,Online,2023-05,13068,12.97,169491.96,349
ORD-001137,PROD-007,Product G,Europe,Wholesale,2024-09,20914,41.2,861656.8,77
ORD-001465,PROD-009,Product I,North America,Wholesale,2025-01,17085,23.25,397226.25,773
ORD-000969,PROD-006,Product F,Europe,Wholesale,2025-09,22051,64.97,1432653.47,458
ORD-000020,PROD-001,Product A,North America,Direct,2024-08,20164,77.74,1567549.36,234
ORD-000515,PROD-003,Product C,Latin America,Wholesale,2023-11,21457,85.14,1826848.98,958
ORD-000488,PROD-003,Product C,Middle East & Africa,Distributor,2024-08,10632,46.64,495876.48,155
ORD-000769,PROD-005,Product E,Europe,Distributor,2024-01,8385,88.59,742827.15,251
ORD-001422,PROD-008,Product H,Latin America,Online,2024-06,16757,80.38,1346927.66,462
ORD-001197,PROD-007,Product G,Middle East & Africa,Online,2023-09,11573,30.16,349041.68,298
ORD-001435,PROD-008,Product H,Latin America,Wholesale,2025-07,22339,34.68,774716.52,653
ORD-001302,PROD-008,Product H,Europe,Distributor,2023-06,6917,89.7,620454.9,304
ORD-000776,PROD-005,Product E,Europe,Distributor,2024-08,10870,78.36,851773.2,334
ORD-000591,PROD-004,Product D,Europe,Wholesale,2024-03,18272,13.72,250691.84,564
ORD-000555,PROD-004,Product D,North America,Direct,2024-03,5656,79.35,448803.6,71
ORD-000634,PROD-004,Product D,Asia Pacific,Online,2024-10,21716,87.16,1892766.56,596
ORD-000198,PROD-002,Product B,North America,Retail,2024-06,11822,54.65,646072.3,272
ORD-000088,PROD-001,Product A,Asia Pacific,Distributor,2024-04,19747,55.2,1090034.4,574
ORD-001321,PROD-008,Product H,Europe,Online,2025-01,8213,53.0,435289.0,280
ORD-000660,PROD-004,Product D,Middle East & Africa,Distributor,2023-12,12144,62.07,753778.08,405
ORD-000127,PROD-001,Product A,Middle East & Africa,Distributor,2024-07,15645,81.54,1275693.3,561
ORD-000661,PROD-004,Product D,Middle East & Africa,Retail,2024-01,8527,60.03,511875.81,230
ORD-000575,PROD-004,Product D,North America,Distributor,2025-11,8640,72.52,626572.8,238
ORD-000317,PROD-002,Product B,Middle East & Africa,Retail,2025-05,15279,26.54,405504.66,579
ORD-000883,PROD-005,Product E,Latin America,Wholesale,2024-07,15779,78.39,1236915.81,29
ORD-000791,PROD-005,Product E,Europe,Retail,2025-11,16240,46.82,760356.8,94
ORD-000816,PROD-005,Product E,Asia Pacific,Online,2024-12,10642,67.99,723549.58,60
ORD-000646,PROD-004,Product D,Asia Pacific,Online,2025-10,23775,31.71,753905.25,340
ORD-001382,PROD-008,Product H,Middle East & Africa,Direct,2024-02,12501,54.57,682179.57,622
ORD-000026,PROD-001,Product A,North America,Wholesale,2025-02,17115,45.66,781470.9,408
ORD-000725,PROD-005,Product E,North America,Distributor,2023-05,6099,39.71,242191.29,161
ORD-000170,PROD-001,Product A,Latin America,Wholesale,2025-02,14448,55.52,802152.96,195
ORD-001562,PROD-009,Product I,Middle East & Africa,Retail,2024-02,6852,74.36,509514.72,32
ORD-001521,PROD-009,Product I,Asia Pacific,Direct,2023-09,13375,64.57,863623.75,12
ORD-000285,PROD-002,Product B,Asia Pacific,Wholesale,2025-09,27068,76.73,2076927.64,424
ORD-001672,PROD-010,Product J,Europe,Online,2024-04,10380,49.07,509346.6,427
ORD-000454,PROD-003,Product C,Asia Pacific,Retail,2024-10,18468,35.88,662631.84,824
ORD-000687,PROD-004,Product D,Latin America,Retail,2023-03,18625,21.59,402113.75,214
ORD-000047,PROD-001,Product A,Europe,Wholesale,2023-11,9246,14.13,130645.98,117
ORD-000554,PROD-004,Product D,North America,Retail,2024-02,5533,43.64,241460.12,276
ORD-001577,PROD-009,Product I,Middle East & Africa,Retail,2025-05,10772,55.67,599677.24,120
ORD-001631,PROD-010,Product J,North America,Retail,2023-11,25636,65.32,1674543.52,970
ORD-001286,PROD-008,Product H,North America,Wholesale,2025-02,19671,88.58,1742457.18,16
ORD-000397,PROD-003,Product C,Europe,Distributor,2023-01,8933,31.12,277994.96,95
